Id,SalePrice
1461,122947.63469631915
1462,158711.40441592498
1463,186492.06297198188
1464,195408.60434487497
1465,183818.7799473871
1466,175106.6927290715
1467,170863.74347040337
1468,170083.74905862336
1469,189101.06454440212
1470,124939.42578530387
1471,194359.4053961748
1472,95232.96787888618
1473,96818.2284924596
1474,151451.06654980456
1475,127685.87803927463
1476,375384.48938600003
1477,253383.4816979699
1478,285507.9433277391
1479,254446.45908025315
1480,491735.70492975484
1481,332965.79111648485
1482,205219.55630638855
1483,166446.47892114057
1484,170689.35226879985
1485,178502.23755175047
1486,192760.9819287314
1487,332332.2882952753
1488,236226.1241041656
1489,203550.9724078252
1490,225843.6346090177
1491,190595.3498536791
1492,92034.6517665333
1493,185439.20519054396
1494,304439.38274743274
1495,293103.6507933029
1496,227160.28392140695
1497,177325.98413065166
1498,172387.19234477924
1499,163383.21205252034
1500,152677.31505842635
1501,171771.69343059708
1502,148351.41867786573
1503,287077.47242073
1504,247933.72326094576
1505,225922.02682734028
1506,180416.75743569297
1507,247827.14032778668
1508,196102.17435530157
1509,163349.86587052277
1510,149453.6136306314
1511,153492.26316627383
1512,170533.4488907237
1513,143673.28242059704
1514,166504.9176233485
1515,184920.62072510895
1516,156832.75820391809
1517,169943.11526254512
1518,138262.92790309235
1519,212513.4551006902
1520,136044.36231499747
1521,137801.5647585936
1522,175692.69478538225
1523,114256.07080411451
1524,119151.35275690483
1525,125607.90572959551
1526,121046.54375164607
1527,103229.99016896053
1528,127712.44359894437
1529,149462.67641389943
1530,183142.45997065582
1531,111644.41619118948
1532,93410.87536402051
1533,141889.82375013462
1534,119302.13048425622
1535,152176.02299522323
1536,108145.17634525642
1537,66557.00186597061
1538,165853.00924181208
1539,186510.53703951894
1540,88841.76476979324
1541,146957.071564037
1542,140990.3095035377
1543,213136.86610980763
1544,79127.85759816927
1545,112510.3972825779
1546,129539.7543253508
1547,132980.55863884283
1548,129068.55261600009
1549,107301.09710626016
1550,142183.09770139644
1551,108353.55880357875
1552,141665.2233307182
1553,151430.1482371116
1554,116314.66531127176
1555,168129.4096014846
1556,79375.90744355935
1557,107119.28081532974
1558,97295.81115497883
1559,75344.05517126975
1560,135432.7036729825
1561,117648.53385107571
1562,131772.51969820965
1563,124448.33925047875
1564,160182.32569824118
1565,157877.06139853253
1566,226864.0006864293
1567,77070.71901284604
