Id,SalePrice
1461,123384.71020227917
1462,159926.67515886042
1463,188756.49169653052
1464,193697.37727476488
1465,180036.2344619061
1466,176906.17386379812
1467,169105.1429695507
1468,170908.1934480964
1469,193045.5459813578
1470,125252.12675015985
1471,201683.28530433137
1472,92886.21026326808
1473,94878.36217827839
1474,153290.97164547758
1475,131675.30526490192
1476,384816.50448730495
1477,259157.86850576568
1478,283319.43524906604
1479,239109.46122084136
1480,473935.21952138847
1481,334996.4858243767
1482,202749.64616467393
1483,163883.74899112523
1484,172321.13748969397
1485,174898.64823932454
1486,191678.90790388646
1487,331472.4304953811
1488,240822.61331549284
1489,209812.79548087867
1490,218288.5119051951
1491,189373.75593281016
1492,92607.72760197372
1493,188072.60101415773
1494,313062.8594810682
1495,298563.4509306155
1496,224378.46732560464
1497,179079.8629715617
1498,169329.63287062457
1499,160512.97708508585
1500,145656.74337515756
1501,168683.5990020705
1502,146357.01001698142
1503,287562.47076338134
1504,250781.53461914518
1505,225058.6430470715
1506,175495.2871612475
1507,248979.01917107322
1508,195488.30962010447
1509,166028.49070053294
1510,148258.51642365227
1511,151576.16350333128
1512,169607.9642111939
1513,144393.90387888084
1514,172463.8894110618
1515,184536.99424029826
1516,160649.9306197083
1517,170492.85068141654
1518,139275.84988692714
1519,212924.9119878391
1520,136647.2231901849
1521,139147.39407481762
1522,175492.33440363547
1523,114468.4328678158
1524,120703.085477162
1525,127471.35004964491
1526,124920.251202174
1527,102443.1482135295
1528,127155.8171324942
1529,147236.53104856864
1530,178083.7980079706
1531,106670.31496346767
1532,94956.44590545248
1533,141702.48938565992
1534,122246.777368846
1535,156538.96925963348
1536,107143.6891843652
1537,66660.65965778379
1538,171992.35130690015
1539,194688.64278686707
1540,88371.75986206024
1541,150497.41283101036
1542,144210.6431947632
1543,226932.89115602395
1544,77324.46655859255
1545,111821.86256361904
1546,126680.13822433441
1547,131772.5278503213
1548,130668.87746417319
1549,102666.75326709314
1550,144930.9322436287
1551,112359.53050862244
1552,142576.0683221901
1553,156914.98238507446
1554,113254.78642539617
1555,166382.71003860616
1556,76549.09654013878
1557,109935.25111448603
1558,92817.2636688893
1559,72004.6594422603
1560,139486.36926295847
1561,115433.05905918007
1562,130349.8888935496
1563,124588.20446733228
1564,158235.6516777013
1565,159566.8978615596
1566,227131.94676515457
1567,75204.95382877141
1568,218392.86384794285
1569,132167.7632883744
1570,130901.77576884822
1571,122516.58281679997
1572,149420.67953861738
1573,262041.02129410123
1574,120362.28474825826
1575,216382.40221009724
1576,216521.99727993502
1577,192618.40731884734
1578,144571.09787240045
1579,146840.74678357388
1580,189493.53590694835
1581,150661.7938338962
1582,126368.9790910158
1583,326420.9340323951
1584,222553.3619221686
1585,139115.4515703024
1586,74444.09391692757
1587,97339.82119263687
1588,150119.61794162032
1589,107002.1378798681
1590,131876.8506723357
1591,97535.54776871984
1592,112878.75180942092
1593,126082.55311062033
1594,111163.1375439096
1595,107735.61030225341
1596,241105.64746256146
1597,184194.46527426536
1598,213337.4349048632
1599,175701.54628335353
1600,169225.82575092878
1601,69023.49700656913
1602,110602.13496738081
1603,74424.59324939024
1604,266836.19339439506
1605,240751.90180230362
1606,164876.5616741769
1607,160960.08208285863
1608,204800.18180546054
1609,198821.78658160844
1610,153733.26231025942
1611,145607.00361484505
1612,166758.46777279227
1613,161401.97418011067
1614,120796.8936196329
1615,85764.73008371888
1616,72118.00725687874
1617,92439.89470451148
1618,130645.86154374552
1619,141747.76979036638
1620,149413.75907651588
1621,144956.83212889024
1622,143093.8372491777
1623,280261.37971717026
1624,216187.48604767272
1625,127403.3867441683
1626,167065.1287050931
1627,192300.22998909943
1628,275269.28163356613
1629,178072.3818440478
1630,359788.3071511978
1631,222196.5218771495
1632,244761.51825085952
1633,163787.13405242426
1634,184215.8883159524
1635,181544.3496305752
1636,159317.16021514847
1637,185749.92279524417
1638,195020.02650419986
1639,183302.93211290656
1640,252828.15785330022
1641,182966.30778718885
1642,216476.13067228373
1643,229494.27835487062
1644,233929.36878183938
1645,199041.61500224922
1646,153605.99898396299
1647,167417.0455033097
1648,133066.5788816152
1649,135584.23763093946
1650,113556.43793161455
1651,127519.32015499474
1652,94382.36034482885
1653,93062.89130190446
1654,149418.48693838366
1655,153202.88662219004
1656,143125.14259785984
1657,149750.61891793343
1658,143287.49180776931
1659,139077.6402797033
1660,154912.97511973116
1661,465828.0004004785
1662,422212.8107127255
1663,420815.36044823145
1664,505777.18045618956
1665,310109.49608201877
1666,317536.7468534805
1667,354566.75472166453
1668,344630.476404901
1669,299358.64434629853
1670,366879.23668891884
1671,254132.56914740105
1672,472585.8595951305
1673,297952.4450843011
1674,251385.6368111058
1675,181302.65998612164
1676,181514.32062689436
1677,211479.55701968563
1678,427957.11531752575
1679,377246.3630104555
1680,358900.06639634905
1681,238715.75007704814
1682,302814.9519134806
1683,174069.68111859853
1684,173591.40219453105
1685,173811.5606914702
1686,168552.26393718115
1687,165650.2453076462
1688,190941.27106114928
1689,195440.40573885295
1690,191071.80762358676
1691,182289.95408680808
1692,273091.15616783104
1693,163434.1921253625
1694,187348.10152899855
1695,164313.50638018665
1696,279769.5186602065
1697,167353.98577085108
1698,364156.77746152
1699,308983.9717178791
1700,246193.76659333223
1701,277584.638351518
1702,254090.8951102022
1703,245781.18806316046
1704,286756.1569155799
1705,220682.09991379926
1706,447651.86037032935
1707,211600.33644584217
1708,202847.7602652997
1709,279466.82658942335
1710,212186.8093083173
1711,257537.6170212612
1712,265316.9878675124
1713,262285.0007156262
1714,221964.08456585938
1715,199219.15965252352
1716,193772.0398601521
1717,182275.5837838967
1718,139316.56823302057
1719,206715.28477536564
1720,250489.9249288461
1721,173482.5127572889
1722,125150.81832202846
1723,150364.66230780457
1724,209211.81330580133
1725,233748.30792131624
1726,180926.0132321021
1727,151468.07493862064
1728,178694.7582870618
1729,161342.8930080097
1730,161359.33610018765
1731,124633.69588738238
1732,131558.96960203908
1733,121138.56093642552
1734,114782.91187543348
1735,127189.43535430747
1736,113574.05137856281
1737,332390.56323112705
1738,208888.09790542113
1739,229255.1650904542
1740,221918.42020156185
1741,186478.0028771937
1742,167758.38671956846
1743,171409.68872911824
1744,299798.15394282906
1745,211313.79972224697
1746,186787.22075543497
1747,216732.89990467214
1748,222414.9389342467
1749,150385.86035958046
1750,128283.45340445268
1751,246621.29690721966
1752,121325.20787096577
1753,146933.14813531737
1754,203392.77586989442
1755,165272.57158536804
1756,126657.39214390054
1757,121869.22040828948
1758,145595.35409498596
1759,160390.5734120065
1760,165576.07146818185
1761,140882.4626024568
1762,170714.66404812076
1763,181807.28350945393
1764,118143.2922950552
1765,166903.87267288618
1766,175275.82156179036
1767,218762.69989233438
1768,146101.0740659124
1769,177764.3535073964
1770,146683.41447265516
1771,131331.448956888
1772,134685.471467616
1773,135560.2251672042
1774,127050.4286498519
1775,141006.25778307643
1776,122331.7226937471
1777,110366.41900120437
1778,137352.30151534977
1779,120356.74182909633
1780,181541.84120938784
1781,128703.484415908
1782,102164.42847287179
1783,138265.3571482446
1784,100449.08872839865
1785,112918.15151245221
1786,145513.01754530214
1787,156933.25290453085
1788,62958.708658778305
1789,103988.59743344593
1790,78107.41372344743
1791,174073.437818753
1792,149613.9582374562
1793,128845.56758993778
1794,147226.97927988975
1795,129695.02664263804
1796,120087.46570593871
1797,119432.30992758583
1798,126439.124535139
1799,109181.82187768027
1800,130075.72800377909
1801,130133.03371842514
1802,135874.616200685
1803,149283.40643558258
1804,146347.8090215317
1805,139716.65686861827
1806,108852.87349416048
1807,128939.46569027168
1808,121723.37583294573
1809,120428.65114398875
1810,152900.30021517255
1811,97497.49859819064
1812,100557.00318909355
1813,114900.64412817951
1814,94228.69193983945
1815,55842.12193252426
1816,93065.71759709346
1817,116854.09476392885
1818,140874.4723967091
1819,126732.93241556625
1820,56026.743208151165
1821,115857.24998710057
1822,154939.43156889168
1823,48350.10551540821
1824,135153.7734441491
1825,133465.02462353525
1826,105229.2731805523
1827,100348.0398762803
1828,136460.41202269378
1829,107652.87216447163
1830,141269.987168213
1831,172488.53820775633
1832,73934.2905825531
1833,147386.64404716677
1834,118555.19043499383
1835,141391.8838374306
1836,133016.4569184878
1837,87769.24108858751
1838,117186.59469411788
1839,83475.55141459208
1840,159083.88764238215
1841,148424.17392031738
1842,73242.11776133727
1843,131474.01076996358
1844,127979.46944672882
1845,137012.70019251356
1846,160999.66250805467
1847,158461.05790267274
1848,58707.65135085992
1849,108197.55225953783
1850,122278.00429613165
1851,162441.73822098243
1852,125889.98886944234
1853,132121.09694628208
1854,177692.12882410048
1855,138602.6439037301
1856,218906.5770038239
1857,152788.15472148915
1858,133560.5479667439
1859,123312.83616184592
1860,150334.3627525745
1861,124046.08039136803
1862,294446.8105340779
1863,290971.76096359344
1864,291923.53417824587
1865,346539.7920782985
1866,341568.58110376314
1867,241781.77805996977
1868,297765.8372295979
1869,199649.57203894664
1870,232461.00362194286
1871,250158.64608661496
1872,172585.1526567326
1873,223841.80370267262
1874,147444.16875486798
1875,204650.49389449338
1876,189299.0758885995
1877,210551.92232871123
1878,199962.57957710937
1879,134953.67401025098
1880,138210.35066190665
1881,237462.26606514424
1882,254686.64054499086
1883,187002.12212319692
1884,205104.92611517568
1885,266481.9837323245
1886,302200.3707576802
1887,203357.74937234385
1888,286955.92797787074
1889,159455.8409826823
1890,123625.0050506995
1891,135936.77065049615
1892,105974.30297002569
1893,125740.81868231064
1894,128221.95208463374
1895,143492.26118999752
1896,126859.15168484164
1897,109806.77396454988
1898,111099.96280940178
1899,148695.8718633129
1900,147088.3517265061
1901,187537.3121965621
1902,144860.22744939706
1903,210711.99018976715
1904,149754.16891088887
1905,200449.2038844407
1906,172145.15404428533
1907,208061.401195758
1908,108303.02779933772
1909,133937.3675237165
1910,119700.38699849343
1911,219429.32654978044
1912,304586.54402028146
1913,154237.0654606136
1914,66359.71308175626
1915,316934.28041558317
1916,64935.34101651796
1917,276692.0159712424
1918,140408.1868691637
1919,161095.5421230688
1920,143647.90654241107
1921,437579.73016786954
1922,329245.12340099347
1923,207479.6901172247
1924,225118.2761578438
1925,204674.98606813655
1926,399049.66241956543
1927,135219.22155233263
1928,156036.4964141793
1929,124962.139369611
1930,130835.05513704622
1931,144287.5767160844
1932,143165.21677734904
1933,178890.0132566545
1934,184788.3306671463
1935,173967.16151557586
1936,192366.26061553633
1937,185426.83613387795
1938,166194.14934182953
1939,231155.91407075242
1940,174022.9856492862
1941,166829.55763783213
1942,176742.38348160253
1943,199630.97949290273
1944,344542.8607888768
1945,386547.92277965887
1946,140420.6396600678
1947,317482.9931989802
1948,166771.12992369238
1949,228871.72471207834
1950,182040.5206321132
1951,254073.67663441753
1952,202540.70357620966
1953,167013.92226551214
1954,189414.7752397221
1955,132607.5930887681
1956,298831.448062846
1957,149340.51537303688
1958,339492.0954199241
1959,136043.21449701968
1960,115614.8946283813
1961,119071.86118272936
1962,97773.48795092246
1963,100998.04310512108
1964,107370.76661896068
1965,141079.90356346365
1966,149542.47763756497
1967,290191.48806435696
1968,423582.01633086894
1969,408102.54887162684
1970,428079.8662688852
1971,480002.3615849907
1972,387516.6737369543
1973,279163.27230400953
1974,323536.6293866524
1975,474551.3399618042
1976,278054.3567104802
1977,367945.8468664453
1978,336293.506093652
1979,346753.8683598337
1980,194884.1990643789
1981,355489.38573446934
1982,209292.19496396976
1983,191178.25075724648
1984,168915.86669428533
1985,216935.09999767103
1986,215039.11749999816
1987,182470.09588440173
1988,181976.32896359518
1989,185931.19148911975
1990,216996.56046359907
1991,231397.74022260413
1992,207729.65057546116
1993,167543.75653204814
1994,232443.2209239321
1995,186551.85405715046
1996,255885.73550571635
1997,308403.5451103892
1998,332856.6967576659
1999,249462.25906124795
2000,307091.45093278517
2001,252350.75819596858
2002,243534.74083735212
2003,264720.2840344542
2004,273514.39740553196
2005,222786.66718899857
2006,211085.5663782866
2007,243971.3138846542
2008,216059.03657430378
2009,186534.97010265547
2010,196122.91262483818
2011,141069.38500174295
2012,180620.39596580496
2013,179391.27892077828
2014,183449.24756731297
2015,207285.50803078778
2016,184497.7239913772
2017,190798.34290233793
2018,122452.6133161274
2019,135306.2296988489
2020,105731.56751532842
2021,111313.40529760609
2022,186263.96313732836
2023,140585.56460180183
2024,229631.70133745763
2025,362176.47064869554
2026,171878.88052306956
2027,146652.07190413002
2028,155176.76517036412
2029,165445.16778501924
2030,274528.5324009775
2031,230997.96708519748
2032,246158.64948789898
2033,277162.139503608
2034,166547.70281831783
2035,207995.3398410808
2036,204666.27861081908
2037,215588.49686574406
2038,291075.62576231756
2039,222789.856001892
2040,249255.9854210098
2041,276621.8979809468
2042,198417.2792813128
2043,170644.22075184857
2044,169307.01993189097
2045,216216.82071223512
2046,147382.6557743443
2047,153351.30585543573
2048,141217.9846736957
2049,146954.57619962827
2050,181516.13999669984
2051,108634.86713333179
2052,129215.60055270536
2053,151324.90369242307
2054,84677.74905453311
2055,161127.7605837998
2056,131710.54853232665
2057,118145.32435697428
2058,216061.71938434933
2059,132351.85762579416
2060,169296.65480965757
2061,187137.85056296134
2062,132255.08871944426
2063,114792.24959920369
2064,141088.15433274367
2065,123759.23991340146
2066,157185.22759642915
2067,108911.27641476192
2068,139338.71086176313
2069,83907.45907013785
2070,115180.52233724347
2071,92570.11633544123
2072,130073.18130123634
2073,139099.58707126783
2074,191343.73968407302
2075,144808.35545500088
2076,124754.37271501405
2077,152848.77657203173
2078,131499.3803606035
2079,124481.31861285196
2080,118375.39275992756
2081,129382.96029758747
2082,111897.67967386945
2083,144803.37449193804
2084,116746.46626656424
2085,120487.38164499804
2086,122073.97288872724
2087,121941.59888706557
2088,103616.86353407816
2089,70987.21440692672
2090,120762.36768391082
2091,124304.15957945274
2092,126523.26442703011
2093,117441.63297334102
2094,123278.0255170579
2095,139896.59842906307
2096,77948.21882512563
2097,94604.35078257641
2098,145743.01926905027
2099,67043.25470396431
2100,78037.52747274753
2101,129093.68303248363
